Data Zone,Local Authority Code,Local Authority Name,Employment domain 2012 rank,Employment domain 2012 rate (%)
S01002247,230,"Edinburgh, City of",1194,22
S01002248,230,"Edinburgh, City of",5984,4
S01002249,230,"Edinburgh, City of",2529,14
S01002250,230,"Edinburgh, City of",5250,5
S01002251,230,"Edinburgh, City of",6228,3
S01002252,230,"Edinburgh, City of",3105,11
S01002253,230,"Edinburgh, City of",2190,15
S01002254,230,"Edinburgh, City of",2994,12
S01002255,230,"Edinburgh, City of",3364,11
S01002256,230,"Edinburgh, City of",6307,2
S01002257,230,"Edinburgh, City of",3540,10
S01002258,230,"Edinburgh, City of",3807,9
S01002259,230,"Edinburgh, City of",3102,12
S01002260,230,"Edinburgh, City of",6372,2
S01002261,230,"Edinburgh, City of",4620,7
S01002262,230,"Edinburgh, City of",4771,6
S01002263,230,"Edinburgh, City of",6344,2
S01002264,230,"Edinburgh, City of",3560,10
S01002265,230,"Edinburgh, City of",1858,17
S01002266,230,"Edinburgh, City of",1587,19
S01002267,230,"Edinburgh, City of",2331,15
S01002268,230,"Edinburgh, City of",5119,6
S01002269,230,"Edinburgh, City of",5935,4
S01002270,230,"Edinburgh, City of",3478,10
S01002271,230,"Edinburgh, City of",4086,8
S01002272,230,"Edinburgh, City of",5141,5
S01002273,230,"Edinburgh, City of",2953,12
S01002274,230,"Edinburgh, City of",2258,15
S01002275,230,"Edinburgh, City of",1593,19
S01002276,230,"Edinburgh, City of",6360,2
S01002277,230,"Edinburgh, City of",957,23
S01002278,230,"Edinburgh, City of",696,26
S01002279,230,"Edinburgh, City of",507,28
S01002280,230,"Edinburgh, City of",5080,6
S01002281,230,"Edinburgh, City of",389,30
S01002282,230,"Edinburgh, City of",729,25
S01002283,230,"Edinburgh, City of",4909,6
S01002284,230,"Edinburgh, City of",4626,7
S01002285,230,"Edinburgh, City of",1171,22
S01002286,230,"Edinburgh, City of",5255,5
S01002287,230,"Edinburgh, City of",5270,5
S01002288,230,"Edinburgh, City of",3104,11
S01002289,230,"Edinburgh, City of",1841,17
S01002290,230,"Edinburgh, City of",1254,21
S01002291,230,"Edinburgh, City of",39,44
S01002292,230,"Edinburgh, City of",1574,19
S01002293,230,"Edinburgh, City of",3367,11
S01002294,230,"Edinburgh, City of",5853,4
S01002295,230,"Edinburgh, City of",5704,4
S01002296,230,"Edinburgh, City of",3654,10
S01002297,230,"Edinburgh, City of",2912,12
S01002298,230,"Edinburgh, City of",5897,4
S01002299,230,"Edinburgh, City of",5536,5
S01002300,230,"Edinburgh, City of",6311,2
S01002301,230,"Edinburgh, City of",3451,10
S01002302,230,"Edinburgh, City of",679,26
S01002303,230,"Edinburgh, City of",1948,17
S01002304,230,"Edinburgh, City of",4013,8
S01002305,230,"Edinburgh, City of",527,28
S01002306,230,"Edinburgh, City of",3445,10
S01002307,230,"Edinburgh, City of",4027,8
S01002308,230,"Edinburgh, City of",5520,5
S01002309,230,"Edinburgh, City of",1141,22
S01002310,230,"Edinburgh, City of",117,36
S01002311,230,"Edinburgh, City of",6205,3
S01002312,230,"Edinburgh, City of",425,29
S01002313,230,"Edinburgh, City of",4823,6
S01002314,230,"Edinburgh, City of",5138,5
S01002315,230,"Edinburgh, City of",5537,5
S01002316,230,"Edinburgh, City of",6098,3
S01002317,230,"Edinburgh, City of",3164,11
S01002318,230,"Edinburgh, City of",1600,19
S01002319,230,"Edinburgh, City of",737,25
S01002320,230,"Edinburgh, City of",5944,4
S01002321,230,"Edinburgh, City of",204,34
S01002322,230,"Edinburgh, City of",2846,13
S01002323,230,"Edinburgh, City of",3739,9
S01002324,230,"Edinburgh, City of",290,32
S01002325,230,"Edinburgh, City of",2805,13
S01002326,230,"Edinburgh, City of",2341,15
S01002327,230,"Edinburgh, City of",5072,6
S01002328,230,"Edinburgh, City of",5130,5
S01002329,230,"Edinburgh, City of",5601,4
S01002330,230,"Edinburgh, City of",3234,11
S01002331,230,"Edinburgh, City of",3304,11
S01002332,230,"Edinburgh, City of",5963,4
S01002333,230,"Edinburgh, City of",5991,4
S01002334,230,"Edinburgh, City of",6254,3
S01002335,230,"Edinburgh, City of",4682,7
S01002336,230,"Edinburgh, City of",6012,3
S01002337,230,"Edinburgh, City of",5405,5
S01002338,230,"Edinburgh, City of",1924,17
S01002339,235,Eilean Siar,3458,10
S01002340,235,Eilean Siar,4248,8
S01002341,235,Eilean Siar,4524,7
S01002342,235,Eilean Siar,2162,16
S01002343,235,Eilean Siar,3522,10
S01002344,235,Eilean Siar,3494,10
S01002345,235,Eilean Siar,3277,11
S01002346,235,Eilean Siar,5131,5
S01002347,235,Eilean Siar,4066,8
S01002348,235,Eilean Siar,3567,10
S01002349,235,Eilean Siar,3604,10
S01002350,235,Eilean Siar,2497,14
S01002351,235,Eilean Siar,3137,11
S01002352,235,Eilean Siar,2829,13
S01002353,235,Eilean Siar,4170,8
S01002354,235,Eilean Siar,4026,8
S01002355,235,Eilean Siar,3133,11
S01002356,235,Eilean Siar,2226,15
S01002357,235,Eilean Siar,3168,11
S01002358,235,Eilean Siar,2722,13
S01002359,235,Eilean Siar,2984,12
S01002360,235,Eilean Siar,3076,12
S01002361,235,Eilean Siar,3285,11
S01002362,235,Eilean Siar,3809,9
S01002363,235,Eilean Siar,4262,8
S01002364,235,Eilean Siar,2023,16
S01002365,235,Eilean Siar,3586,10
S01002366,235,Eilean Siar,3203,11
S01002367,235,Eilean Siar,3685,9
S01002368,235,Eilean Siar,4251,8
S01002369,235,Eilean Siar,3066,12
S01002370,235,Eilean Siar,2564,14
S01002371,235,Eilean Siar,3524,10
S01002372,235,Eilean Siar,2599,14
S01002373,235,Eilean Siar,3764,9
S01002374,235,Eilean Siar,3880,9
S01002375,240,Falkirk,1742,18
S01002376,240,Falkirk,2630,13
S01002377,240,Falkirk,830,24
S01002378,240,Falkirk,4369,7
S01002379,240,Falkirk,2843,13
S01002380,240,Falkirk,3081,12
S01002381,240,Falkirk,2004,16
S01002382,240,Falkirk,754,25
