Data Zone,Local Authority Code,local authority name,Income domain 2012 rank,Income domain 2012 rate (%)
S01001669,210,East Lothian,2955,13
S01001670,220,East Renfrewshire,5515,4
S01001671,220,East Renfrewshire,5602,4
S01001672,220,East Renfrewshire,3085,12
S01001673,220,East Renfrewshire,4864,6
S01001674,220,East Renfrewshire,2641,14
S01001675,220,East Renfrewshire,5504,4
S01001676,220,East Renfrewshire,5567,4
S01001677,220,East Renfrewshire,6288,2
S01001678,220,East Renfrewshire,5429,4
S01001679,220,East Renfrewshire,6482,1
S01001680,220,East Renfrewshire,6346,2
S01001681,220,East Renfrewshire,6273,2
S01001682,220,East Renfrewshire,5522,4
S01001683,220,East Renfrewshire,5349,5
S01001684,220,East Renfrewshire,5719,4
S01001685,220,East Renfrewshire,3015,12
S01001686,220,East Renfrewshire,5968,3
S01001687,220,East Renfrewshire,5048,5
S01001688,220,East Renfrewshire,4739,6
S01001689,220,East Renfrewshire,5956,3
S01001690,220,East Renfrewshire,3463,11
S01001691,220,East Renfrewshire,6473,1
S01001692,220,East Renfrewshire,2810,13
S01001693,220,East Renfrewshire,6175,2
S01001694,220,East Renfrewshire,4473,7
S01001695,220,East Renfrewshire,5473,4
S01001696,220,East Renfrewshire,5379,4
S01001697,220,East Renfrewshire,3599,10
S01001698,220,East Renfrewshire,3462,11
S01001699,220,East Renfrewshire,6432,1
S01001700,220,East Renfrewshire,6312,2
S01001701,220,East Renfrewshire,3246,11
S01001702,220,East Renfrewshire,3720,10
S01001703,220,East Renfrewshire,4975,6
S01001704,220,East Renfrewshire,5653,4
S01001705,220,East Renfrewshire,5866,3
S01001706,220,East Renfrewshire,6210,2
S01001707,220,East Renfrewshire,1621,20
S01001708,220,East Renfrewshire,4456,7
S01001709,220,East Renfrewshire,5629,4
S01001710,220,East Renfrewshire,4542,7
S01001711,220,East Renfrewshire,5642,4
S01001712,220,East Renfrewshire,5144,5
S01001713,220,East Renfrewshire,4627,7
S01001714,220,East Renfrewshire,6308,2
S01001715,220,East Renfrewshire,4656,6
S01001716,220,East Renfrewshire,2087,17
S01001717,220,East Renfrewshire,6396,2
S01001718,220,East Renfrewshire,6266,2
S01001719,220,East Renfrewshire,6374,2
S01001720,220,East Renfrewshire,4850,6
S01001721,220,East Renfrewshire,5021,5
S01001722,220,East Renfrewshire,5829,3
S01001723,220,East Renfrewshire,6141,2
S01001724,220,East Renfrewshire,573,29
S01001725,220,East Renfrewshire,1976,18
S01001726,220,East Renfrewshire,6459,1
S01001727,220,East Renfrewshire,6297,2
S01001728,220,East Renfrewshire,6236,2
S01001729,220,East Renfrewshire,5485,4
S01001730,220,East Renfrewshire,5995,3
S01001731,220,East Renfrewshire,6321,2
S01001732,220,East Renfrewshire,5058,5
S01001733,220,East Renfrewshire,4278,8
S01001734,220,East Renfrewshire,5826,3
S01001735,220,East Renfrewshire,6260,2
S01001736,220,East Renfrewshire,6393,2
S01001737,220,East Renfrewshire,5736,4
S01001738,220,East Renfrewshire,6391,2
S01001739,220,East Renfrewshire,5237,5
S01001740,220,East Renfrewshire,4306,8
S01001741,220,East Renfrewshire,1178,23
S01001742,220,East Renfrewshire,1016,24
S01001743,220,East Renfrewshire,1070,24
S01001744,220,East Renfrewshire,5730,4
S01001745,220,East Renfrewshire,5482,4
S01001746,220,East Renfrewshire,6052,3
S01001747,220,East Renfrewshire,1609,20
S01001748,220,East Renfrewshire,5861,3
S01001749,220,East Renfrewshire,2761,14
S01001750,220,East Renfrewshire,4044,8
S01001751,220,East Renfrewshire,2411,15
S01001752,220,East Renfrewshire,6088,3
S01001753,220,East Renfrewshire,722,27
S01001754,220,East Renfrewshire,6434,1
S01001755,220,East Renfrewshire,4144,8
S01001756,220,East Renfrewshire,5159,5
S01001757,220,East Renfrewshire,3795,9
S01001758,220,East Renfrewshire,5009,5
S01001759,220,East Renfrewshire,1007,25
S01001760,220,East Renfrewshire,2434,15
S01001761,220,East Renfrewshire,955,25
S01001762,220,East Renfrewshire,3154,12
S01001763,220,East Renfrewshire,6479,1
S01001764,220,East Renfrewshire,5734,4
S01001765,220,East Renfrewshire,2094,17
S01001766,220,East Renfrewshire,4316,8
S01001767,220,East Renfrewshire,5403,4
S01001768,220,East Renfrewshire,4513,7
S01001769,220,East Renfrewshire,5899,3
S01001770,220,East Renfrewshire,620,29
S01001771,220,East Renfrewshire,3726,10
S01001772,220,East Renfrewshire,3158,12
S01001773,220,East Renfrewshire,2129,17
S01001774,220,East Renfrewshire,4755,6
S01001775,220,East Renfrewshire,5977,3
S01001776,220,East Renfrewshire,2503,15
S01001777,220,East Renfrewshire,5735,4
S01001778,220,East Renfrewshire,956,25
S01001779,220,East Renfrewshire,5080,5
S01001780,220,East Renfrewshire,2681,14
S01001781,220,East Renfrewshire,5268,5
S01001782,220,East Renfrewshire,5468,4
S01001783,220,East Renfrewshire,72,41
S01001784,220,East Renfrewshire,4158,8
S01001785,220,East Renfrewshire,6082,3
S01001786,220,East Renfrewshire,5373,4
S01001787,220,East Renfrewshire,6187,2
S01001788,220,East Renfrewshire,5086,5
S01001789,220,East Renfrewshire,1895,18
S01001790,230,"Edinburgh, City of",6348,2
S01001791,230,"Edinburgh, City of",5535,4
S01001792,230,"Edinburgh, City of",4882,6
S01001793,230,"Edinburgh, City of",5077,5
S01001794,230,"Edinburgh, City of",4276,8
S01001795,230,"Edinburgh, City of",6278,2
S01001796,230,"Edinburgh, City of",6488,1
S01001797,230,"Edinburgh, City of",3354,11
S01001798,230,"Edinburgh, City of",6493,1
S01001799,230,"Edinburgh, City of",330,33
S01001800,230,"Edinburgh, City of",5180,5
S01001801,230,"Edinburgh, City of",6371,2
S01001802,230,"Edinburgh, City of",3751,9
S01001803,230,"Edinburgh, City of",5325,5
S01001804,230,"Edinburgh, City of",4232,8
S01001805,230,"Edinburgh, City of",4789,6
S01001806,230,"Edinburgh, City of",4944,6
S01001807,230,"Edinburgh, City of",5750,4
S01001808,230,"Edinburgh, City of",2954,13
S01001809,230,"Edinburgh, City of",557,29
S01001810,230,"Edinburgh, City of",4716,6
S01001811,230,"Edinburgh, City of",6331,2
S01001812,230,"Edinburgh, City of",6469,1
S01001813,230,"Edinburgh, City of",6180,2
S01001814,230,"Edinburgh, City of",6368,2
S01001815,230,"Edinburgh, City of",5623,4
S01001816,230,"Edinburgh, City of",6223,2
S01001817,230,"Edinburgh, City of",1657,19
S01001818,230,"Edinburgh, City of",6121,3
S01001819,230,"Edinburgh, City of",6386,2
S01001820,230,"Edinburgh, City of",614,29
S01001821,230,"Edinburgh, City of",4547,7
S01001822,230,"Edinburgh, City of",4355,7
S01001823,230,"Edinburgh, City of",1164,23
S01001824,230,"Edinburgh, City of",2687,14
S01001825,230,"Edinburgh, City of",5663,4
S01001826,230,"Edinburgh, City of",902,26
S01001827,230,"Edinburgh, City of",1376,21
S01001828,230,"Edinburgh, City of",6367,2
S01001829,230,"Edinburgh, City of",4885,6
S01001830,230,"Edinburgh, City of",6035,3
S01001831,230,"Edinburgh, City of",2653,14
S01001832,230,"Edinburgh, City of",1716,19
S01001833,230,"Edinburgh, City of",6219,2
S01001834,230,"Edinburgh, City of",2037,17
S01001835,230,"Edinburgh, City of",6005,3
S01001836,230,"Edinburgh, City of",5971,3
S01001837,230,"Edinburgh, City of",5742,4
S01001838,230,"Edinburgh, City of",2136,17
S01001839,230,"Edinburgh, City of",1019,24
S01001840,230,"Edinburgh, City of",6209,2
S01001841,230,"Edinburgh, City of",3254,11
S01001842,230,"Edinburgh, City of",5813,3
S01001843,230,"Edinburgh, City of",698,28
S01001844,230,"Edinburgh, City of",6369,2
S01001845,230,"Edinburgh, City of",6451,1
S01001846,230,"Edinburgh, City of",5999,3
S01001847,230,"Edinburgh, City of",1413,21
S01001848,230,"Edinburgh, City of",1365,21
S01001849,230,"Edinburgh, City of",5664,4
S01001850,230,"Edinburgh, City of",3283,11
S01001851,230,"Edinburgh, City of",5072,5
S01001852,230,"Edinburgh, City of",6333,2
S01001853,230,"Edinburgh, City of",6484,1
S01001854,230,"Edinburgh, City of",4248,8
S01001855,230,"Edinburgh, City of",5907,3
S01001856,230,"Edinburgh, City of",882,26
S01001857,230,"Edinburgh, City of",2722,14
S01001858,230,"Edinburgh, City of",4331,7
S01001859,230,"Edinburgh, City of",1687,19
S01001860,230,"Edinburgh, City of",6474,1
S01001861,230,"Edinburgh, City of",1356,22
S01001862,230,"Edinburgh, City of",6156,2
S01001863,230,"Edinburgh, City of",6111,3
S01001864,230,"Edinburgh, City of",556,29
S01001865,230,"Edinburgh, City of",427,31
S01001866,230,"Edinburgh, City of",6269,2
S01001867,230,"Edinburgh, City of",1922,18
S01001868,230,"Edinburgh, City of",4212,8
S01001869,230,"Edinburgh, City of",4877,6
S01001870,230,"Edinburgh, City of",467,31
S01001871,230,"Edinburgh, City of",4241,8
S01001872,230,"Edinburgh, City of",2517,15
S01001873,230,"Edinburgh, City of",6323,2
S01001874,230,"Edinburgh, City of",221,35
S01001875,230,"Edinburgh, City of",6357,2
S01001876,230,"Edinburgh, City of",1552,20
S01001877,230,"Edinburgh, City of",454,31
S01001878,230,"Edinburgh, City of",6461,1
S01001879,230,"Edinburgh, City of",92,40
S01001880,230,"Edinburgh, City of",191,36
S01001881,230,"Edinburgh, City of",5762,4
S01001882,230,"Edinburgh, City of",3973,9
S01001883,230,"Edinburgh, City of",6080,3
S01001884,230,"Edinburgh, City of",1482,21
S01001885,230,"Edinburgh, City of",6324,2
S01001886,230,"Edinburgh, City of",266,34
S01001887,230,"Edinburgh, City of",3133,12
S01001888,230,"Edinburgh, City of",6457,1
S01001889,230,"Edinburgh, City of",4298,8
S01001890,230,"Edinburgh, City of",2355,16
S01001891,230,"Edinburgh, City of",2499,15
S01001892,230,"Edinburgh, City of",336,33
S01001893,230,"Edinburgh, City of",834,26
S01001894,230,"Edinburgh, City of",65,42
S01001895,230,"Edinburgh, City of",1543,20
S01001896,230,"Edinburgh, City of",5837,3
S01001897,230,"Edinburgh, City of",222,35
S01001898,230,"Edinburgh, City of",1259,22
S01001899,230,"Edinburgh, City of",2169,16
S01001900,230,"Edinburgh, City of",3706,10
S01001901,230,"Edinburgh, City of",5227,5
S01001902,230,"Edinburgh, City of",6446,1
S01001903,230,"Edinburgh, City of",973,25
S01001904,230,"Edinburgh, City of",1168,23
S01001905,230,"Edinburgh, City of",5797,3
S01001906,230,"Edinburgh, City of",303,33
S01001907,230,"Edinburgh, City of",1462,21
S01001908,230,"Edinburgh, City of",4654,6
S01001909,230,"Edinburgh, City of",736,27
S01001910,230,"Edinburgh, City of",3201,12
S01001911,230,"Edinburgh, City of",6322,2
S01001912,230,"Edinburgh, City of",3005,12
S01001913,230,"Edinburgh, City of",5063,5
S01001914,230,"Edinburgh, City of",6256,2
S01001915,230,"Edinburgh, City of",5988,3
S01001916,230,"Edinburgh, City of",5963,3
S01001917,230,"Edinburgh, City of",6485,1
S01001918,230,"Edinburgh, City of",4105,8
S01001919,230,"Edinburgh, City of",3323,11
S01001920,230,"Edinburgh, City of",3216,11
S01001921,230,"Edinburgh, City of",1863,18
S01001922,230,"Edinburgh, City of",5574,4
S01001923,230,"Edinburgh, City of",3172,12
S01001924,230,"Edinburgh, City of",5877,3
S01001925,230,"Edinburgh, City of",6065,3
S01001926,230,"Edinburgh, City of",2407,15
S01001927,230,"Edinburgh, City of",5840,3
S01001928,230,"Edinburgh, City of",4998,5
S01001929,230,"Edinburgh, City of",6448,1
S01001930,230,"Edinburgh, City of",4364,7
S01001931,230,"Edinburgh, City of",509,30
S01001932,230,"Edinburgh, City of",2786,14
S01001933,230,"Edinburgh, City of",6184,2
S01001934,230,"Edinburgh, City of",3677,10
S01001935,230,"Edinburgh, City of",97,40
S01001936,230,"Edinburgh, City of",5124,5
S01001937,230,"Edinburgh, City of",2249,16
S01001938,230,"Edinburgh, City of",5122,5
S01001939,230,"Edinburgh, City of",5902,3
S01001940,230,"Edinburgh, City of",5322,5
S01001941,230,"Edinburgh, City of",6271,2
S01001942,230,"Edinburgh, City of",4709,6
S01001943,230,"Edinburgh, City of",1268,22
S01001944,230,"Edinburgh, City of",4604,7
S01001945,230,"Edinburgh, City of",5855,3
S01001946,230,"Edinburgh, City of",667,28
S01001947,230,"Edinburgh, City of",5329,5
S01001948,230,"Edinburgh, City of",115,39
S01001949,230,"Edinburgh, City of",1157,23
S01001950,230,"Edinburgh, City of",3219,11
S01001951,230,"Edinburgh, City of",1551,20
S01001952,230,"Edinburgh, City of",5849,3
S01001953,230,"Edinburgh, City of",6355,2
S01001954,230,"Edinburgh, City of",2990,13
S01001955,230,"Edinburgh, City of",938,25
S01001956,230,"Edinburgh, City of",1348,22
S01001957,230,"Edinburgh, City of",277,34
S01001958,230,"Edinburgh, City of",1558,20
S01001959,230,"Edinburgh, City of",3987,9
S01001960,230,"Edinburgh, City of",6150,2
S01001961,230,"Edinburgh, City of",5133,5
S01001962,230,"Edinburgh, City of",2437,15
S01001963,230,"Edinburgh, City of",3897,9
S01001964,230,"Edinburgh, City of",5498,4
S01001965,230,"Edinburgh, City of",845,26
S01001966,230,"Edinburgh, City of",339,33
S01001967,230,"Edinburgh, City of",3008,12
S01001968,230,"Edinburgh, City of",5011,5
S01001969,230,"Edinburgh, City of",2452,15
S01001970,230,"Edinburgh, City of",5610,4
S01001971,230,"Edinburgh, City of",1057,24
S01001972,230,"Edinburgh, City of",5732,4
S01001973,230,"Edinburgh, City of",4528,7
S01001974,230,"Edinburgh, City of",6283,2
S01001975,230,"Edinburgh, City of",5590,4
S01001976,230,"Edinburgh, City of",4063,8
S01001977,230,"Edinburgh, City of",1953,18
S01001978,230,"Edinburgh, City of",421,31
S01001979,230,"Edinburgh, City of",5566,4
S01001980,230,"Edinburgh, City of",4973,6
S01001981,230,"Edinburgh, City of",5744,4
S01001982,230,"Edinburgh, City of",179,36
S01001983,230,"Edinburgh, City of",5648,4
S01001984,230,"Edinburgh, City of",1930,18
S01001985,230,"Edinburgh, City of",2592,14
S01001986,230,"Edinburgh, City of",6304,2
S01001987,230,"Edinburgh, City of",6349,2
S01001988,230,"Edinburgh, City of",2707,14
S01001989,230,"Edinburgh, City of",5423,4
S01001990,230,"Edinburgh, City of",6417,1
S01001991,230,"Edinburgh, City of",2721,14
S01001992,230,"Edinburgh, City of",5454,4
S01001993,230,"Edinburgh, City of",6352,2
S01001994,230,"Edinburgh, City of",5240,5
S01001995,230,"Edinburgh, City of",5585,4
S01001996,230,"Edinburgh, City of",6161,2
S01001997,230,"Edinburgh, City of",2840,13
S01001998,230,"Edinburgh, City of",2922,13
S01001999,230,"Edinburgh, City of",6143,2
S01002000,230,"Edinburgh, City of",2945,13
S01002001,230,"Edinburgh, City of",3712,10
S01002002,230,"Edinburgh, City of",6460,1
S01002003,230,"Edinburgh, City of",3555,10
S01002004,230,"Edinburgh, City of",4521,7
S01002005,230,"Edinburgh, City of",1955,18
S01002006,230,"Edinburgh, City of",2887,13
S01002007,230,"Edinburgh, City of",4793,6
S01002008,230,"Edinburgh, City of",6137,3
S01002009,230,"Edinburgh, City of",6099,3
S01002010,230,"Edinburgh, City of",6074,3
S01002011,230,"Edinburgh, City of",5487,4
S01002012,230,"Edinburgh, City of",5163,5
S01002013,230,"Edinburgh, City of",5419,4
S01002014,230,"Edinburgh, City of",6077,3
S01002015,230,"Edinburgh, City of",6004,3
S01002016,230,"Edinburgh, City of",5592,4
S01002017,230,"Edinburgh, City of",147,37
S01002018,230,"Edinburgh, City of",4183,8
S01002019,230,"Edinburgh, City of",6381,2
S01002020,230,"Edinburgh, City of",6252,2
S01002021,230,"Edinburgh, City of",2177,16
S01002022,230,"Edinburgh, City of",3846,9
S01002023,230,"Edinburgh, City of",5952,3
S01002024,230,"Edinburgh, City of",5146,5
S01002025,230,"Edinburgh, City of",4509,7
S01002026,230,"Edinburgh, City of",5459,4
S01002027,230,"Edinburgh, City of",5361,4
S01002028,230,"Edinburgh, City of",6415,1
S01002029,230,"Edinburgh, City of",6156,2
S01002030,230,"Edinburgh, City of",4464,7
S01002031,230,"Edinburgh, City of",2289,16
S01002032,230,"Edinburgh, City of",4245,8
S01002033,230,"Edinburgh, City of",3209,12
S01002034,230,"Edinburgh, City of",5626,4
S01002035,230,"Edinburgh, City of",4527,7
S01002036,230,"Edinburgh, City of",3634,10
S01002037,230,"Edinburgh, City of",5356,5
S01002038,230,"Edinburgh, City of",6049,3
S01002039,230,"Edinburgh, City of",4403,7
S01002040,230,"Edinburgh, City of",4491,7
S01002041,230,"Edinburgh, City of",4660,6
S01002042,230,"Edinburgh, City of",3382,11
S01002043,230,"Edinburgh, City of",4279,8
S01002044,230,"Edinburgh, City of",213,36
S01002045,230,"Edinburgh, City of",3200,12
S01002046,230,"Edinburgh, City of",2204,16
S01002047,230,"Edinburgh, City of",3774,9
S01002048,230,"Edinburgh, City of",5368,4
S01002049,230,"Edinburgh, City of",4594,7
S01002050,230,"Edinburgh, City of",4376,7
S01002051,230,"Edinburgh, City of",1398,21
S01002052,230,"Edinburgh, City of",3482,10
S01002053,230,"Edinburgh, City of",5873,3
S01002054,230,"Edinburgh, City of",5029,5
S01002055,230,"Edinburgh, City of",5215,5
S01002056,230,"Edinburgh, City of",3236,11
S01002057,230,"Edinburgh, City of",5548,4
S01002058,230,"Edinburgh, City of",3026,12
S01002059,230,"Edinburgh, City of",3223,11
S01002060,230,"Edinburgh, City of",5244,5
S01002061,230,"Edinburgh, City of",3650,10
S01002062,230,"Edinburgh, City of",1371,21
S01002063,230,"Edinburgh, City of",4378,7
S01002064,230,"Edinburgh, City of",3043,12
S01002065,230,"Edinburgh, City of",4504,7
S01002066,230,"Edinburgh, City of",4070,8
S01002067,230,"Edinburgh, City of",4027,9
S01002068,230,"Edinburgh, City of",3529,10
S01002069,230,"Edinburgh, City of",5020,5
S01002070,230,"Edinburgh, City of",2608,14
S01002071,230,"Edinburgh, City of",4942,6
S01002072,230,"Edinburgh, City of",5463,4
S01002073,230,"Edinburgh, City of",2909,13
S01002074,230,"Edinburgh, City of",5687,4
S01002075,230,"Edinburgh, City of",4344,7
S01002076,230,"Edinburgh, City of",2932,13
S01002077,230,"Edinburgh, City of",5492,4
S01002078,230,"Edinburgh, City of",5052,5
S01002079,230,"Edinburgh, City of",2311,16
S01002080,230,"Edinburgh, City of",6169,2
S01002081,230,"Edinburgh, City of",3488,10
S01002082,230,"Edinburgh, City of",4457,7
S01002083,230,"Edinburgh, City of",1321,22
S01002084,230,"Edinburgh, City of",4238,8
S01002085,230,"Edinburgh, City of",5235,5
S01002086,230,"Edinburgh, City of",3438,11
S01002087,230,"Edinburgh, City of",2057,17
S01002088,230,"Edinburgh, City of",4305,8
S01002089,230,"Edinburgh, City of",6201,2
S01002090,230,"Edinburgh, City of",3938,9
S01002091,230,"Edinburgh, City of",4318,8
S01002092,230,"Edinburgh, City of",5805,3
S01002093,230,"Edinburgh, City of",3413,11
S01002094,230,"Edinburgh, City of",2877,13
S01002095,230,"Edinburgh, City of",5978,3
S01002096,230,"Edinburgh, City of",6293,2
S01002097,230,"Edinburgh, City of",5655,4
S01002098,230,"Edinburgh, City of",3261,11
S01002099,230,"Edinburgh, City of",5754,4
S01002100,230,"Edinburgh, City of",3808,9
S01002101,230,"Edinburgh, City of",1393,21
S01002102,230,"Edinburgh, City of",1165,23
S01002103,230,"Edinburgh, City of",5759,4
S01002104,230,"Edinburgh, City of",1995,17
S01002105,230,"Edinburgh, City of",6229,2
S01002106,230,"Edinburgh, City of",4843,6
S01002107,230,"Edinburgh, City of",5262,5
S01002108,230,"Edinburgh, City of",3590,10
S01002109,230,"Edinburgh, City of",5401,4
S01002110,230,"Edinburgh, City of",6378,2
S01002111,230,"Edinburgh, City of",5424,4
S01002112,230,"Edinburgh, City of",4986,6
S01002113,230,"Edinburgh, City of",6405,1
S01002114,230,"Edinburgh, City of",6456,1
S01002115,230,"Edinburgh, City of",6337,2
S01002116,230,"Edinburgh, City of",2699,14
S01002117,230,"Edinburgh, City of",4004,9
S01002118,230,"Edinburgh, City of",2931,13
S01002119,230,"Edinburgh, City of",2102,17
S01002120,230,"Edinburgh, City of",4971,6
S01002121,230,"Edinburgh, City of",3736,10
S01002122,230,"Edinburgh, City of",6466,1
S01002123,230,"Edinburgh, City of",6278,2
S01002124,230,"Edinburgh, City of",5024,5
S01002125,230,"Edinburgh, City of",4436,7
S01002126,230,"Edinburgh, City of",5740,4
S01002127,230,"Edinburgh, City of",3394,11
S01002128,230,"Edinburgh, City of",5905,3
S01002129,230,"Edinburgh, City of",2869,13
S01002130,230,"Edinburgh, City of",5351,5
S01002131,230,"Edinburgh, City of",4308,8
S01002132,230,"Edinburgh, City of",3782,9
S01002133,230,"Edinburgh, City of",5777,3
S01002134,230,"Edinburgh, City of",6264,2
S01002135,230,"Edinburgh, City of",6388,2
S01002136,230,"Edinburgh, City of",5993,3
S01002137,230,"Edinburgh, City of",3764,9
S01002138,230,"Edinburgh, City of",1851,18
S01002139,230,"Edinburgh, City of",5307,5
S01002140,230,"Edinburgh, City of",1400,21
S01002141,230,"Edinburgh, City of",2895,13
S01002142,230,"Edinburgh, City of",5139,5
S01002143,230,"Edinburgh, City of",3840,9
S01002144,230,"Edinburgh, City of",6385,2
S01002145,230,"Edinburgh, City of",6316,2
S01002146,230,"Edinburgh, City of",3673,10
S01002147,230,"Edinburgh, City of",2030,17
S01002148,230,"Edinburgh, City of",6491,1
S01002149,230,"Edinburgh, City of",1422,21
S01002150,230,"Edinburgh, City of",3813,9
S01002151,230,"Edinburgh, City of",3484,10
S01002152,230,"Edinburgh, City of",6237,2
S01002153,230,"Edinburgh, City of",5582,4
S01002154,230,"Edinburgh, City of",1537,20
S01002155,230,"Edinburgh, City of",1176,23
S01002156,230,"Edinburgh, City of",6168,2
S01002157,230,"Edinburgh, City of",6453,1
S01002158,230,"Edinburgh, City of",6463,1
S01002159,230,"Edinburgh, City of",3864,9
S01002160,230,"Edinburgh, City of",1440,21
S01002161,230,"Edinburgh, City of",3959,9
S01002162,230,"Edinburgh, City of",3320,11
S01002163,230,"Edinburgh, City of",3513,10
S01002164,230,"Edinburgh, City of",2328,16
S01002165,230,"Edinburgh, City of",4334,7
S01002166,230,"Edinburgh, City of",6224,2
S01002167,230,"Edinburgh, City of",1907,18
S01002168,230,"Edinburgh, City of",3125,12
S01002169,230,"Edinburgh, City of",5238,5
S01002170,230,"Edinburgh, City of",2051,17
S01002171,230,"Edinburgh, City of",4019,9
S01002172,230,"Edinburgh, City of",4781,6
S01002173,230,"Edinburgh, City of",4114,8
S01002174,230,"Edinburgh, City of",4094,8
S01002175,230,"Edinburgh, City of",4714,6
S01002176,230,"Edinburgh, City of",3522,10
S01002177,230,"Edinburgh, City of",5696,4
S01002178,230,"Edinburgh, City of",4709,6
S01002179,230,"Edinburgh, City of",5694,4
S01002180,230,"Edinburgh, City of",5712,4
S01002181,230,"Edinburgh, City of",3174,12
S01002182,230,"Edinburgh, City of",5051,5
S01002183,230,"Edinburgh, City of",3982,9
S01002184,230,"Edinburgh, City of",6196,2
S01002185,230,"Edinburgh, City of",1294,22
S01002186,230,"Edinburgh, City of",5631,4
S01002187,230,"Edinburgh, City of",5937,3
S01002188,230,"Edinburgh, City of",5784,3
S01002189,230,"Edinburgh, City of",3344,11
S01002190,230,"Edinburgh, City of",5118,5
S01002191,230,"Edinburgh, City of",564,29
S01002192,230,"Edinburgh, City of",2777,14
S01002193,230,"Edinburgh, City of",6193,2
S01002194,230,"Edinburgh, City of",2716,14
S01002195,230,"Edinburgh, City of",4182,8
S01002196,230,"Edinburgh, City of",4583,7
S01002197,230,"Edinburgh, City of",3031,12
S01002198,230,"Edinburgh, City of",3518,10
S01002199,230,"Edinburgh, City of",5018,5
S01002200,230,"Edinburgh, City of",6412,1
S01002201,230,"Edinburgh, City of",5768,4
S01002202,230,"Edinburgh, City of",5636,4
S01002203,230,"Edinburgh, City of",4988,6
S01002204,230,"Edinburgh, City of",1392,21
S01002205,230,"Edinburgh, City of",5371,4
S01002206,230,"Edinburgh, City of",4010,9
S01002207,230,"Edinburgh, City of",4898,6
S01002208,230,"Edinburgh, City of",5559,4
S01002209,230,"Edinburgh, City of",4001,9
S01002210,230,"Edinburgh, City of",5302,5
S01002211,230,"Edinburgh, City of",316,33
S01002212,230,"Edinburgh, City of",1333,22
S01002213,230,"Edinburgh, City of",2934,13
S01002214,230,"Edinburgh, City of",5748,4
S01002215,230,"Edinburgh, City of",5437,4
S01002216,230,"Edinburgh, City of",3137,12
S01002217,230,"Edinburgh, City of",3576,10
S01002218,230,"Edinburgh, City of",5357,5
S01002219,230,"Edinburgh, City of",6268,2
S01002220,230,"Edinburgh, City of",6235,2
S01002221,230,"Edinburgh, City of",2920,13
S01002222,230,"Edinburgh, City of",6376,2
S01002223,230,"Edinburgh, City of",5775,3
S01002224,230,"Edinburgh, City of",5852,3
S01002225,230,"Edinburgh, City of",4983,6
S01002226,230,"Edinburgh, City of",5964,3
S01002227,230,"Edinburgh, City of",1001,25
S01002228,230,"Edinburgh, City of",4921,6
S01002229,230,"Edinburgh, City of",5135,5
S01002230,230,"Edinburgh, City of",5023,5
S01002231,230,"Edinburgh, City of",6011,3
S01002232,230,"Edinburgh, City of",2068,17
S01002233,230,"Edinburgh, City of",2316,16
S01002234,230,"Edinburgh, City of",3122,12
S01002235,230,"Edinburgh, City of",4801,6
S01002236,230,"Edinburgh, City of",2016,17
S01002237,230,"Edinburgh, City of",4534,7
S01002238,230,"Edinburgh, City of",1097,24
S01002239,230,"Edinburgh, City of",354,32
S01002240,230,"Edinburgh, City of",1817,18
S01002241,230,"Edinburgh, City of",1218,23
S01002242,230,"Edinburgh, City of",5557,4
S01002243,230,"Edinburgh, City of",3466,11
S01002244,230,"Edinburgh, City of",4111,8
S01002245,230,"Edinburgh, City of",5121,5
S01002246,230,"Edinburgh, City of",2995,13
S01002247,230,"Edinburgh, City of",811,27
S01002248,230,"Edinburgh, City of",5832,3
S01002249,230,"Edinburgh, City of",2023,17
S01002250,230,"Edinburgh, City of",4460,7
S01002251,230,"Edinburgh, City of",6061,3
S01002252,230,"Edinburgh, City of",4216,8
S01002253,230,"Edinburgh, City of",2086,17
S01002254,230,"Edinburgh, City of",3451,11
S01002255,230,"Edinburgh, City of",3458,11
S01002256,230,"Edinburgh, City of",5917,3
S01002257,230,"Edinburgh, City of",3860,9
S01002258,230,"Edinburgh, City of",2365,15
S01002259,230,"Edinburgh, City of",3119,12
S01002260,230,"Edinburgh, City of",5890,3
S01002261,230,"Edinburgh, City of",4792,6
S01002262,230,"Edinburgh, City of",5164,5
S01002263,230,"Edinburgh, City of",6258,2
S01002264,230,"Edinburgh, City of",4106,8
S01002265,230,"Edinburgh, City of",1085,24
S01002266,230,"Edinburgh, City of",2033,17
S01002267,230,"Edinburgh, City of",1664,19
S01002268,230,"Edinburgh, City of",5699,4
S01002269,230,"Edinburgh, City of",4360,7
S01002270,230,"Edinburgh, City of",3041,12
S01002271,230,"Edinburgh, City of",4325,7
S01002272,230,"Edinburgh, City of",5146,5
S01002273,230,"Edinburgh, City of",2876,13
S01002274,230,"Edinburgh, City of",2509,15
S01002275,230,"Edinburgh, City of",1020,24
S01002276,230,"Edinburgh, City of",6222,2
S01002277,230,"Edinburgh, City of",362,32
S01002278,230,"Edinburgh, City of",407,31
S01002279,230,"Edinburgh, City of",278,34
S01002280,230,"Edinburgh, City of",5381,4
S01002281,230,"Edinburgh, City of",170,37
S01002282,230,"Edinburgh, City of",1229,23
S01002283,230,"Edinburgh, City of",4141,8
S01002284,230,"Edinburgh, City of",3058,12
S01002285,230,"Edinburgh, City of",680,28
S01002286,230,"Edinburgh, City of",4516,7
S01002287,230,"Edinburgh, City of",5571,4
