Data Zone,Local Authority Code,local authority name,Income domain 2012 rank,Income domain 2012 rate (%)
S01004931,320,North Lanarkshire,2026,17
S01004932,320,North Lanarkshire,548,30
S01004933,320,North Lanarkshire,2341,16
S01004934,320,North Lanarkshire,1578,20
S01004935,320,North Lanarkshire,6118,3
S01004936,320,North Lanarkshire,1300,22
S01004937,320,North Lanarkshire,1167,23
S01004938,320,North Lanarkshire,1749,19
S01004939,320,North Lanarkshire,1276,22
S01004940,320,North Lanarkshire,3687,10
S01004941,320,North Lanarkshire,1624,20
S01004942,320,North Lanarkshire,4504,7
S01004943,320,North Lanarkshire,2572,15
S01004944,320,North Lanarkshire,3588,10
S01004945,320,North Lanarkshire,3877,9
S01004946,330,Orkney Islands,5914,3
S01004947,330,Orkney Islands,4669,6
S01004948,330,Orkney Islands,4629,7
S01004949,330,Orkney Islands,5581,4
S01004950,330,Orkney Islands,5913,3
S01004951,330,Orkney Islands,3524,10
S01004952,330,Orkney Islands,4812,6
S01004953,330,Orkney Islands,3332,11
S01004954,330,Orkney Islands,2586,14
S01004955,330,Orkney Islands,3704,10
S01004956,330,Orkney Islands,4446,7
S01004957,330,Orkney Islands,6144,2
S01004958,330,Orkney Islands,2298,16
S01004959,330,Orkney Islands,2767,14
S01004960,330,Orkney Islands,4835,6
S01004961,330,Orkney Islands,4683,6
S01004962,330,Orkney Islands,6022,3
S01004963,330,Orkney Islands,4197,8
S01004964,330,Orkney Islands,5608,4
S01004965,330,Orkney Islands,4848,6
S01004966,330,Orkney Islands,5816,3
S01004967,330,Orkney Islands,5254,5
S01004968,330,Orkney Islands,3851,9
S01004969,330,Orkney Islands,2874,13
S01004970,330,Orkney Islands,3635,10
S01004971,330,Orkney Islands,3821,9
S01004972,330,Orkney Islands,3626,10
S01004973,340,Perth & Kinross,5022,5
S01004974,340,Perth & Kinross,4856,6
S01004975,340,Perth & Kinross,6298,2
S01004976,340,Perth & Kinross,3769,9
S01004977,340,Perth & Kinross,2878,13
S01004978,340,Perth & Kinross,4752,6
S01004979,340,Perth & Kinross,5594,4
S01004980,340,Perth & Kinross,4744,6
S01004981,340,Perth & Kinross,5067,5
S01004982,340,Perth & Kinross,5942,3
S01004983,340,Perth & Kinross,3790,9
S01004984,340,Perth & Kinross,4686,6
S01004985,340,Perth & Kinross,5191,5
S01004986,340,Perth & Kinross,5693,4
S01004987,340,Perth & Kinross,5886,3
S01004988,340,Perth & Kinross,5669,4
S01004989,340,Perth & Kinross,6115,3
S01004990,340,Perth & Kinross,4950,6
S01004991,340,Perth & Kinross,5236,5
S01004992,340,Perth & Kinross,2453,15
S01004993,340,Perth & Kinross,6275,2
S01004994,340,Perth & Kinross,5479,4
S01004995,340,Perth & Kinross,3197,12
S01004996,340,Perth & Kinross,4502,7
S01004997,340,Perth & Kinross,4504,7
S01004998,340,Perth & Kinross,5233,5
S01004999,340,Perth & Kinross,4369,7
S01005000,340,Perth & Kinross,4341,7
S01005001,340,Perth & Kinross,5864,3
S01005002,340,Perth & Kinross,5001,5
S01005003,340,Perth & Kinross,4743,6
S01005004,340,Perth & Kinross,4596,7
S01005005,340,Perth & Kinross,3898,9
S01005006,340,Perth & Kinross,4087,8
S01005007,340,Perth & Kinross,3331,11
S01005008,340,Perth & Kinross,6311,2
S01005009,340,Perth & Kinross,5198,5
S01005010,340,Perth & Kinross,2825,13
S01005011,340,Perth & Kinross,2536,15
S01005012,340,Perth & Kinross,2766,14
S01005013,340,Perth & Kinross,4022,9
S01005014,340,Perth & Kinross,2670,14
S01005015,340,Perth & Kinross,3670,10
S01005016,340,Perth & Kinross,3456,11
S01005017,340,Perth & Kinross,6429,1
S01005018,340,Perth & Kinross,3274,11
S01005019,340,Perth & Kinross,2818,13
S01005020,340,Perth & Kinross,4287,8
S01005021,340,Perth & Kinross,5627,4
S01005022,340,Perth & Kinross,4603,7
S01005023,340,Perth & Kinross,5764,4
S01005024,340,Perth & Kinross,3945,9
S01005025,340,Perth & Kinross,4406,7
S01005026,340,Perth & Kinross,6301,2
S01005027,340,Perth & Kinross,5377,4
S01005028,340,Perth & Kinross,5808,3
S01005029,340,Perth & Kinross,4685,6
S01005030,340,Perth & Kinross,5107,5
S01005031,340,Perth & Kinross,3773,9
S01005032,340,Perth & Kinross,4847,6
S01005033,340,Perth & Kinross,6332,2
S01005034,340,Perth & Kinross,6244,2
S01005035,340,Perth & Kinross,4764,6
S01005036,340,Perth & Kinross,6166,2
S01005037,340,Perth & Kinross,1560,20
S01005038,340,Perth & Kinross,6087,3
S01005039,340,Perth & Kinross,5660,4
S01005040,340,Perth & Kinross,1464,21
S01005041,340,Perth & Kinross,2486,15
S01005042,340,Perth & Kinross,6261,2
S01005043,340,Perth & Kinross,2626,14
S01005044,340,Perth & Kinross,4138,8
S01005045,340,Perth & Kinross,5786,3
S01005046,340,Perth & Kinross,5128,5
S01005047,340,Perth & Kinross,1384,21
S01005048,340,Perth & Kinross,5559,4
S01005049,340,Perth & Kinross,1839,18
S01005050,340,Perth & Kinross,807,27
S01005051,340,Perth & Kinross,6000,3
S01005052,340,Perth & Kinross,5129,5
S01005053,340,Perth & Kinross,776,27
S01005054,340,Perth & Kinross,2500,15
S01005055,340,Perth & Kinross,2903,13
S01005056,340,Perth & Kinross,2698,14
S01005057,340,Perth & Kinross,765,27
S01005058,340,Perth & Kinross,2394,15
S01005059,340,Perth & Kinross,2951,13
S01005060,340,Perth & Kinross,1975,18
S01005061,340,Perth & Kinross,2334,16
S01005062,340,Perth & Kinross,4900,6
S01005063,340,Perth & Kinross,5472,4
S01005064,340,Perth & Kinross,5584,4
S01005065,340,Perth & Kinross,2648,14
S01005066,340,Perth & Kinross,357,32
S01005067,340,Perth & Kinross,5798,3
S01005068,340,Perth & Kinross,3345,11
S01005069,340,Perth & Kinross,1307,22
S01005070,340,Perth & Kinross,3666,10
S01005071,340,Perth & Kinross,3610,10
S01005072,340,Perth & Kinross,2198,16
S01005073,340,Perth & Kinross,5137,5
S01005074,340,Perth & Kinross,4926,6
S01005075,340,Perth & Kinross,157,37
S01005076,340,Perth & Kinross,1723,19
S01005077,340,Perth & Kinross,5825,3
S01005078,340,Perth & Kinross,2405,15
S01005079,340,Perth & Kinross,2154,16
S01005080,340,Perth & Kinross,1949,18
S01005081,340,Perth & Kinross,2420,15
S01005082,340,Perth & Kinross,4913,6
S01005083,340,Perth & Kinross,3560,10
S01005084,340,Perth & Kinross,2605,14
S01005085,340,Perth & Kinross,3884,9
S01005086,340,Perth & Kinross,2347,16
S01005087,340,Perth & Kinross,2603,14
S01005088,340,Perth & Kinross,3337,11
S01005089,340,Perth & Kinross,3686,10
S01005090,340,Perth & Kinross,4997,6
S01005091,340,Perth & Kinross,6197,2
S01005092,340,Perth & Kinross,3467,11
S01005093,340,Perth & Kinross,2221,16
S01005094,340,Perth & Kinross,5533,4
S01005095,340,Perth & Kinross,5113,5
S01005096,340,Perth & Kinross,4206,8
S01005097,340,Perth & Kinross,5365,4
S01005098,340,Perth & Kinross,4334,7
S01005099,340,Perth & Kinross,4976,6
S01005100,340,Perth & Kinross,4980,6
S01005101,340,Perth & Kinross,4201,8
S01005102,340,Perth & Kinross,4240,8
S01005103,340,Perth & Kinross,5489,4
S01005104,340,Perth & Kinross,6146,2
S01005105,340,Perth & Kinross,3055,12
S01005106,340,Perth & Kinross,3276,11
S01005107,340,Perth & Kinross,6335,2
S01005108,340,Perth & Kinross,3957,9
S01005109,340,Perth & Kinross,5723,4
S01005110,340,Perth & Kinross,4280,8
S01005111,340,Perth & Kinross,4372,7
S01005112,340,Perth & Kinross,5906,3
S01005113,340,Perth & Kinross,3581,10
S01005114,340,Perth & Kinross,2634,14
S01005115,340,Perth & Kinross,4350,7
S01005116,340,Perth & Kinross,4723,6
S01005117,340,Perth & Kinross,5221,5
S01005118,340,Perth & Kinross,4392,7
S01005119,340,Perth & Kinross,5078,5
S01005120,340,Perth & Kinross,4265,8
S01005121,340,Perth & Kinross,4784,6
S01005122,340,Perth & Kinross,4055,8
S01005123,340,Perth & Kinross,5388,4
S01005124,340,Perth & Kinross,3299,11
S01005125,340,Perth & Kinross,1974,18
S01005126,340,Perth & Kinross,5389,4
S01005127,340,Perth & Kinross,1311,22
S01005128,340,Perth & Kinross,4555,7
S01005129,340,Perth & Kinross,3319,11
S01005130,340,Perth & Kinross,968,25
S01005131,340,Perth & Kinross,4050,8
S01005132,340,Perth & Kinross,3865,9
S01005133,340,Perth & Kinross,4293,8
S01005134,340,Perth & Kinross,2991,13
S01005135,340,Perth & Kinross,3829,9
S01005136,340,Perth & Kinross,3792,9
S01005137,340,Perth & Kinross,5210,5
S01005138,340,Perth & Kinross,3377,11
S01005139,340,Perth & Kinross,4775,6
S01005140,340,Perth & Kinross,5004,5
S01005141,340,Perth & Kinross,5065,5
S01005142,340,Perth & Kinross,3592,10
S01005143,340,Perth & Kinross,3735,10
S01005144,340,Perth & Kinross,5281,5
S01005145,340,Perth & Kinross,5126,5
S01005146,340,Perth & Kinross,4876,6
S01005147,340,Perth & Kinross,5182,5
S01005148,350,Renfrewshire,4639,7
S01005149,350,Renfrewshire,3366,11
S01005150,350,Renfrewshire,3628,10
S01005151,350,Renfrewshire,2911,13
S01005152,350,Renfrewshire,4630,7
S01005153,350,Renfrewshire,4652,6
S01005154,350,Renfrewshire,5109,5
S01005155,350,Renfrewshire,4176,8
S01005156,350,Renfrewshire,1525,20
S01005157,350,Renfrewshire,1840,18
S01005158,350,Renfrewshire,3800,9
S01005159,350,Renfrewshire,1616,20
S01005160,350,Renfrewshire,1061,24
S01005161,350,Renfrewshire,2763,14
S01005162,350,Renfrewshire,1431,21
S01005163,350,Renfrewshire,1331,22
S01005164,350,Renfrewshire,2788,14
S01005165,350,Renfrewshire,2207,16
S01005166,350,Renfrewshire,1163,23
S01005167,350,Renfrewshire,899,26
S01005168,350,Renfrewshire,4560,7
S01005169,350,Renfrewshire,4638,7
S01005170,350,Renfrewshire,4947,6
S01005171,350,Renfrewshire,1155,23
S01005172,350,Renfrewshire,5880,3
S01005173,350,Renfrewshire,4039,8
S01005174,350,Renfrewshire,832,26
S01005175,350,Renfrewshire,5469,4
S01005176,350,Renfrewshire,526,30
S01005177,350,Renfrewshire,363,32
S01005178,350,Renfrewshire,1534,20
S01005179,350,Renfrewshire,3969,9
S01005180,350,Renfrewshire,5151,5
S01005181,350,Renfrewshire,5958,3
S01005182,350,Renfrewshire,320,33
S01005183,350,Renfrewshire,1346,22
S01005184,350,Renfrewshire,55,42
S01005185,350,Renfrewshire,2345,16
S01005186,350,Renfrewshire,2342,16
S01005187,350,Renfrewshire,3001,12
S01005188,350,Renfrewshire,6028,3
S01005189,350,Renfrewshire,1246,22
S01005190,350,Renfrewshire,5921,3
S01005191,350,Renfrewshire,309,33
S01005192,350,Renfrewshire,5046,5
S01005193,350,Renfrewshire,5846,3
S01005194,350,Renfrewshire,3424,11
S01005195,350,Renfrewshire,5919,3
S01005196,350,Renfrewshire,367,32
S01005197,350,Renfrewshire,1538,20
S01005198,350,Renfrewshire,5042,5
S01005199,350,Renfrewshire,1771,19
S01005200,350,Renfrewshire,5529,4
S01005201,350,Renfrewshire,1095,24
S01005202,350,Renfrewshire,1319,22
S01005203,350,Renfrewshire,3754,9
S01005204,350,Renfrewshire,5953,3
S01005205,350,Renfrewshire,4493,7
S01005206,350,Renfrewshire,4888,6
S01005207,350,Renfrewshire,604,29
S01005208,350,Renfrewshire,236,35
S01005209,350,Renfrewshire,2088,17
S01005210,350,Renfrewshire,947,25
S01005211,350,Renfrewshire,623,29
S01005212,350,Renfrewshire,5058,5
S01005213,350,Renfrewshire,4093,8
S01005214,350,Renfrewshire,565,29
S01005215,350,Renfrewshire,1623,20
S01005216,350,Renfrewshire,916,25
S01005217,350,Renfrewshire,2775,14
S01005218,350,Renfrewshire,576,29
S01005219,350,Renfrewshire,951,25
S01005220,350,Renfrewshire,1638,20
S01005221,350,Renfrewshire,5040,5
S01005222,350,Renfrewshire,864,26
S01005223,350,Renfrewshire,2543,15
S01005224,350,Renfrewshire,6020,3
S01005225,350,Renfrewshire,3095,12
S01005226,350,Renfrewshire,2880,13
S01005227,350,Renfrewshire,642,28
S01005228,350,Renfrewshire,5950,3
S01005229,350,Renfrewshire,1021,24
S01005230,350,Renfrewshire,2873,13
S01005231,350,Renfrewshire,5199,5
S01005232,350,Renfrewshire,1351,22
S01005233,350,Renfrewshire,488,30
S01005234,350,Renfrewshire,4040,8
S01005235,350,Renfrewshire,3238,11
S01005236,350,Renfrewshire,2976,13
S01005237,350,Renfrewshire,5997,3
S01005238,350,Renfrewshire,3150,12
S01005239,350,Renfrewshire,438,31
S01005240,350,Renfrewshire,455,31
S01005241,350,Renfrewshire,6042,3
S01005242,350,Renfrewshire,156,37
S01005243,350,Renfrewshire,410,31
S01005244,350,Renfrewshire,5894,3
S01005245,350,Renfrewshire,1932,18
S01005246,350,Renfrewshire,291,33
S01005247,350,Renfrewshire,4,53
S01005248,350,Renfrewshire,1177,23
S01005249,350,Renfrewshire,1808,18
S01005250,350,Renfrewshire,764,27
S01005251,350,Renfrewshire,451,31
S01005252,350,Renfrewshire,974,25
S01005253,350,Renfrewshire,3511,10
S01005254,350,Renfrewshire,3355,11
S01005255,350,Renfrewshire,69,42
S01005256,350,Renfrewshire,5409,4
S01005257,350,Renfrewshire,3338,11
S01005258,350,Renfrewshire,5583,4
S01005259,350,Renfrewshire,349,32
S01005260,350,Renfrewshire,163,37
S01005261,350,Renfrewshire,33,45
S01005262,350,Renfrewshire,3089,12
S01005263,350,Renfrewshire,40,44
S01005264,350,Renfrewshire,1476,21
S01005265,350,Renfrewshire,13,48
S01005266,350,Renfrewshire,1083,24
S01005267,350,Renfrewshire,1439,21
S01005268,350,Renfrewshire,636,28
S01005269,350,Renfrewshire,2811,13
S01005270,350,Renfrewshire,4915,6
S01005271,350,Renfrewshire,5293,5
S01005272,350,Renfrewshire,9,50
S01005273,350,Renfrewshire,4363,7
S01005274,350,Renfrewshire,380,32
S01005275,350,Renfrewshire,774,27
S01005276,350,Renfrewshire,750,27
S01005277,350,Renfrewshire,3516,10
S01005278,350,Renfrewshire,1503,21
S01005279,350,Renfrewshire,6003,3
S01005280,350,Renfrewshire,524,30
S01005281,350,Renfrewshire,2105,17
S01005282,350,Renfrewshire,584,29
S01005283,350,Renfrewshire,5819,3
S01005284,350,Renfrewshire,437,31
S01005285,350,Renfrewshire,4063,8
S01005286,350,Renfrewshire,6120,3
S01005287,350,Renfrewshire,1988,17
S01005288,350,Renfrewshire,618,29
S01005289,350,Renfrewshire,1727,19
S01005290,350,Renfrewshire,2447,15
S01005291,350,Renfrewshire,6030,3
S01005292,350,Renfrewshire,654,28
S01005293,350,Renfrewshire,1570,20
S01005294,350,Renfrewshire,5851,3
S01005295,350,Renfrewshire,1892,18
S01005296,350,Renfrewshire,6410,1
S01005297,350,Renfrewshire,5045,5
S01005298,350,Renfrewshire,5443,4
S01005299,350,Renfrewshire,5861,3
S01005300,350,Renfrewshire,5746,4
S01005301,350,Renfrewshire,6286,2
S01005302,350,Renfrewshire,2404,15
S01005303,350,Renfrewshire,2801,13
S01005304,350,Renfrewshire,5518,4
S01005305,350,Renfrewshire,2705,14
S01005306,350,Renfrewshire,5745,4
S01005307,350,Renfrewshire,6470,1
S01005308,350,Renfrewshire,271,34
S01005309,350,Renfrewshire,2381,15
S01005310,350,Renfrewshire,2178,16
S01005311,350,Renfrewshire,4938,6
S01005312,350,Renfrewshire,3908,9
S01005313,350,Renfrewshire,4773,6
S01005314,350,Renfrewshire,5802,3
S01005315,350,Renfrewshire,694,28
S01005316,350,Renfrewshire,5295,5
S01005317,350,Renfrewshire,5084,5
S01005318,350,Renfrewshire,2970,13
S01005319,350,Renfrewshire,4994,6
S01005320,350,Renfrewshire,3737,9
S01005321,350,Renfrewshire,2853,13
S01005322,350,Renfrewshire,2944,13
S01005323,350,Renfrewshire,2410,15
S01005324,350,Renfrewshire,1979,17
S01005325,350,Renfrewshire,3432,11
S01005326,350,Renfrewshire,411,31
S01005327,350,Renfrewshire,1603,20
S01005328,350,Renfrewshire,768,27
S01005329,350,Renfrewshire,4099,8
S01005330,350,Renfrewshire,1821,18
S01005331,350,Renfrewshire,779,27
S01005332,350,Renfrewshire,3500,10
S01005333,350,Renfrewshire,5266,5
S01005334,350,Renfrewshire,5053,5
S01005335,350,Renfrewshire,6024,3
S01005336,350,Renfrewshire,3730,10
S01005337,350,Renfrewshire,5928,3
S01005338,350,Renfrewshire,6046,3
S01005339,350,Renfrewshire,3619,10
S01005340,350,Renfrewshire,5394,4
S01005341,350,Renfrewshire,3361,11
S01005342,350,Renfrewshire,3111,12
S01005343,350,Renfrewshire,5924,3
S01005344,350,Renfrewshire,2851,13
S01005345,350,Renfrewshire,5498,4
S01005346,350,Renfrewshire,5780,3
S01005347,350,Renfrewshire,5915,3
S01005348,350,Renfrewshire,2885,13
S01005349,350,Renfrewshire,5417,4
S01005350,350,Renfrewshire,5727,4
S01005351,350,Renfrewshire,4374,7
S01005352,350,Renfrewshire,2968,13
S01005353,350,Renfrewshire,2223,16
S01005354,350,Renfrewshire,5882,3
S01005355,350,Renfrewshire,2682,14
S01005356,350,Renfrewshire,5960,3
S01005357,350,Renfrewshire,2307,16
S01005358,350,Renfrewshire,3296,11
S01005359,350,Renfrewshire,6010,3
S01005360,350,Renfrewshire,6365,2
S01005361,350,Renfrewshire,5965,3
S01005362,355,Scottish Borders,3313,11
S01005363,355,Scottish Borders,3910,9
S01005364,355,Scottish Borders,4352,7
S01005365,355,Scottish Borders,4503,7
S01005366,355,Scottish Borders,5187,5
S01005367,355,Scottish Borders,1339,22
S01005368,355,Scottish Borders,1958,18
S01005369,355,Scottish Borders,1122,23
S01005370,355,Scottish Borders,3771,9
S01005371,355,Scottish Borders,5110,5
S01005372,355,Scottish Borders,2867,13
S01005373,355,Scottish Borders,1612,20
S01005374,355,Scottish Borders,2330,16
S01005375,355,Scottish Borders,2875,13
S01005376,355,Scottish Borders,3303,11
S01005377,355,Scottish Borders,1792,19
S01005378,355,Scottish Borders,810,27
S01005379,355,Scottish Borders,2497,15
S01005380,355,Scottish Borders,1479,21
S01005381,355,Scottish Borders,539,30
S01005382,355,Scottish Borders,195,36
S01005383,355,Scottish Borders,5619,4
S01005384,355,Scottish Borders,6144,2
S01005385,355,Scottish Borders,5165,5
S01005386,355,Scottish Borders,4532,7
S01005387,355,Scottish Borders,2978,13
S01005388,355,Scottish Borders,2754,14
S01005389,355,Scottish Borders,2460,15
S01005390,355,Scottish Borders,3045,12
S01005391,355,Scottish Borders,3392,11
S01005392,355,Scottish Borders,4084,8
S01005393,355,Scottish Borders,5050,5
S01005394,355,Scottish Borders,5219,5
S01005395,355,Scottish Borders,5811,3
S01005396,355,Scottish Borders,4722,6
S01005397,355,Scottish Borders,3867,9
S01005398,355,Scottish Borders,5467,4
S01005399,355,Scottish Borders,2297,16
S01005400,355,Scottish Borders,2092,17
S01005401,355,Scottish Borders,3777,9
S01005402,355,Scottish Borders,3399,11
S01005403,355,Scottish Borders,3378,11
S01005404,355,Scottish Borders,5474,4
S01005405,355,Scottish Borders,4577,7
S01005406,355,Scottish Borders,3856,9
S01005407,355,Scottish Borders,4695,6
S01005408,355,Scottish Borders,2741,14
S01005409,355,Scottish Borders,4133,8
S01005410,355,Scottish Borders,5275,5
S01005411,355,Scottish Borders,4137,8
S01005412,355,Scottish Borders,4110,8
S01005413,355,Scottish Borders,2571,15
S01005414,355,Scottish Borders,4063,8
S01005415,355,Scottish Borders,4295,8
S01005416,355,Scottish Borders,1794,18
S01005417,355,Scottish Borders,4118,8
S01005418,355,Scottish Borders,4875,6
S01005419,355,Scottish Borders,3116,12
S01005420,355,Scottish Borders,4319,8
S01005421,355,Scottish Borders,4251,8
S01005422,355,Scottish Borders,4515,7
S01005423,355,Scottish Borders,4495,7
S01005424,355,Scottish Borders,3775,9
S01005425,355,Scottish Borders,501,30
S01005426,355,Scottish Borders,671,28
S01005427,355,Scottish Borders,2062,17
S01005428,355,Scottish Borders,2236,16
S01005429,355,Scottish Borders,2835,13
S01005430,355,Scottish Borders,4873,6
S01005431,355,Scottish Borders,2131,17
S01005432,355,Scottish Borders,3300,11
S01005433,355,Scottish Borders,2804,13
S01005434,355,Scottish Borders,2550,15
S01005435,355,Scottish Borders,3442,11
S01005436,355,Scottish Borders,3297,11
S01005437,355,Scottish Borders,3598,10
S01005438,355,Scottish Borders,3243,11
S01005439,355,Scottish Borders,3244,11
S01005440,355,Scottish Borders,4407,7
S01005441,355,Scottish Borders,3525,10
S01005442,355,Scottish Borders,5878,3
S01005443,355,Scottish Borders,4381,7
S01005444,355,Scottish Borders,4282,8
S01005445,355,Scottish Borders,5393,4
S01005446,355,Scottish Borders,3385,11
S01005447,355,Scottish Borders,4855,6
S01005448,355,Scottish Borders,4902,6
S01005449,355,Scottish Borders,5367,4
S01005450,355,Scottish Borders,2647,14
S01005451,355,Scottish Borders,4297,8
S01005452,355,Scottish Borders,5916,3
S01005453,355,Scottish Borders,3330,11
S01005454,355,Scottish Borders,4700,6
S01005455,355,Scottish Borders,3553,10
S01005456,355,Scottish Borders,4661,6
S01005457,355,Scottish Borders,2541,15
S01005458,355,Scottish Borders,2107,17
S01005459,355,Scottish Borders,5138,5
S01005460,355,Scottish Borders,3791,9
S01005461,355,Scottish Borders,3853,9
S01005462,355,Scottish Borders,5175,5
S01005463,355,Scottish Borders,4544,7
S01005464,355,Scottish Borders,3083,12
S01005465,355,Scottish Borders,5277,5
S01005466,355,Scottish Borders,5677,4
S01005467,355,Scottish Borders,4730,6
S01005468,355,Scottish Borders,5400,4
S01005469,355,Scottish Borders,4042,8
S01005470,355,Scottish Borders,4442,7
S01005471,355,Scottish Borders,4982,6
S01005472,355,Scottish Borders,5030,5
S01005473,355,Scottish Borders,5098,5
S01005474,355,Scottish Borders,2114,17
S01005475,355,Scottish Borders,5425,4
S01005476,355,Scottish Borders,5858,3
S01005477,355,Scottish Borders,4231,8
S01005478,355,Scottish Borders,3065,12
S01005479,355,Scottish Borders,2117,17
S01005480,355,Scottish Borders,4439,7
S01005481,355,Scottish Borders,2331,16
S01005482,355,Scottish Borders,4696,6
S01005483,355,Scottish Borders,3594,10
S01005484,355,Scottish Borders,4112,8
S01005485,355,Scottish Borders,2371,15
S01005486,355,Scottish Borders,2066,17
S01005487,355,Scottish Borders,2142,17
S01005488,355,Scottish Borders,2694,14
S01005489,355,Scottish Borders,4440,7
S01005490,355,Scottish Borders,3926,9
S01005491,355,Scottish Borders,3930,9
S01005492,360,Shetland Islands,5002,5
S01005493,360,Shetland Islands,5204,5
S01005494,360,Shetland Islands,5270,5
S01005495,360,Shetland Islands,4806,6
S01005496,360,Shetland Islands,5324,5
S01005497,360,Shetland Islands,6214,2
S01005498,360,Shetland Islands,3761,9
S01005499,360,Shetland Islands,2209,16
S01005500,360,Shetland Islands,4617,7
S01005501,360,Shetland Islands,4501,7
S01005502,360,Shetland Islands,4939,6
S01005503,360,Shetland Islands,4643,6
S01005504,360,Shetland Islands,4286,8
S01005505,360,Shetland Islands,3420,11
S01005506,360,Shetland Islands,4172,8
S01005507,360,Shetland Islands,3881,9
S01005508,360,Shetland Islands,4770,6
S01005509,360,Shetland Islands,5519,4
S01005510,360,Shetland Islands,6422,1
S01005511,360,Shetland Islands,6013,3
S01005512,360,Shetland Islands,4451,7
S01005513,360,Shetland Islands,4907,6
S01005514,360,Shetland Islands,5271,5
S01005515,360,Shetland Islands,5338,5
S01005516,360,Shetland Islands,4574,7
S01005517,360,Shetland Islands,3397,11
S01005518,360,Shetland Islands,4984,6
S01005519,360,Shetland Islands,4148,8
S01005520,360,Shetland Islands,4371,7
S01005521,360,Shetland Islands,3878,9
S01005522,370,South Ayrshire,2812,13
S01005523,370,South Ayrshire,3961,9
S01005524,370,South Ayrshire,2621,14
S01005525,370,South Ayrshire,3013,12
S01005526,370,South Ayrshire,855,26
S01005527,370,South Ayrshire,366,32
S01005528,370,South Ayrshire,1918,18
S01005529,370,South Ayrshire,2008,17
S01005530,370,South Ayrshire,574,29
S01005531,370,South Ayrshire,2279,16
S01005532,370,South Ayrshire,2549,15
S01005533,370,South Ayrshire,2110,17
S01005534,370,South Ayrshire,2326,16
S01005535,370,South Ayrshire,2083,17
S01005536,370,South Ayrshire,3827,9
S01005537,370,South Ayrshire,2894,13
S01005538,370,South Ayrshire,4275,8
S01005539,370,South Ayrshire,3318,11
S01005540,370,South Ayrshire,886,26
S01005541,370,South Ayrshire,1838,18
S01005542,370,South Ayrshire,2512,15
S01005543,370,South Ayrshire,1799,18
S01005544,370,South Ayrshire,2006,17
S01005545,370,South Ayrshire,3939,9
S01005546,370,South Ayrshire,3538,10
S01005547,370,South Ayrshire,3543,10
S01005548,370,South Ayrshire,4051,8
S01005549,370,South Ayrshire,4131,8
S01005550,370,South Ayrshire,6379,2
S01005551,370,South Ayrshire,5359,4
S01005552,370,South Ayrshire,5823,3
S01005553,370,South Ayrshire,5987,3
S01005554,370,South Ayrshire,5496,4
S01005555,370,South Ayrshire,6243,2
S01005556,370,South Ayrshire,5181,5
S01005557,370,South Ayrshire,2050,17
S01005558,370,South Ayrshire,5528,4
S01005559,370,South Ayrshire,1336,22
S01005560,370,South Ayrshire,1227,23
S01005561,370,South Ayrshire,6102,3
S01005562,370,South Ayrshire,5547,4
S01005563,370,South Ayrshire,1724,19
S01005564,370,South Ayrshire,5815,3
S01005565,370,South Ayrshire,5247,5
S01005566,370,South Ayrshire,1785,19
S01005567,370,South Ayrshire,1923,18
S01005568,370,South Ayrshire,3334,11
S01005569,370,South Ayrshire,4809,6
S01005570,370,South Ayrshire,3233,11
S01005571,370,South Ayrshire,5809,3
S01005572,370,South Ayrshire,5123,5
S01005573,370,South Ayrshire,2090,17
S01005574,370,South Ayrshire,2896,13
S01005575,370,South Ayrshire,5983,3
S01005576,370,South Ayrshire,3375,11
S01005577,370,South Ayrshire,4330,7
S01005578,370,South Ayrshire,2619,14
S01005579,370,South Ayrshire,4747,6
S01005580,370,South Ayrshire,4343,7
S01005581,370,South Ayrshire,2372,15
S01005582,370,South Ayrshire,4249,8
S01005583,370,South Ayrshire,4878,6
S01005584,370,South Ayrshire,6112,3
S01005585,370,South Ayrshire,762,27
S01005586,370,South Ayrshire,2335,16
S01005587,370,South Ayrshire,2419,15
S01005588,370,South Ayrshire,624,29
S01005589,370,South Ayrshire,1034,24
S01005590,370,South Ayrshire,150,37
S01005591,370,South Ayrshire,1337,22
S01005592,370,South Ayrshire,293,33
S01005593,370,South Ayrshire,1236,23
S01005594,370,South Ayrshire,223,35
S01005595,370,South Ayrshire,391,32
S01005596,370,South Ayrshire,1121,23
S01005597,370,South Ayrshire,1112,24
S01005598,370,South Ayrshire,110,39
S01005599,370,South Ayrshire,1098,24
S01005600,370,South Ayrshire,43,44
S01005601,370,South Ayrshire,2737,14
S01005602,370,South Ayrshire,745,27
S01005603,370,South Ayrshire,1364,21
S01005604,370,South Ayrshire,775,27
S01005605,370,South Ayrshire,2547,15
S01005606,370,South Ayrshire,2695,14
S01005607,370,South Ayrshire,4674,6
S01005608,370,South Ayrshire,4901,6
S01005609,370,South Ayrshire,1554,20
S01005610,370,South Ayrshire,4899,6
S01005611,370,South Ayrshire,140,38
S01005612,370,South Ayrshire,5242,5
S01005613,370,South Ayrshire,2481,15
S01005614,370,South Ayrshire,2409,15
S01005615,370,South Ayrshire,2147,17
S01005616,370,South Ayrshire,3109,12
S01005617,370,South Ayrshire,2713,14
S01005618,370,South Ayrshire,1324,22
S01005619,370,South Ayrshire,5185,5
S01005620,370,South Ayrshire,3298,11
S01005621,370,South Ayrshire,1711,19
S01005622,370,South Ayrshire,4351,7
